[06/12/2012 22:15:00] /bat
[06/12/2012 22:15:02] /ghost
[06/12/2012 22:15:30] /c gran tower
[06/12/2012 22:16:12] /addskill [GOD] Yin, lvel 1
[31/10/2013 20:47:57] /addskill escopiao, level 1
[31/10/2013 20:47:57] /addskill escopiao, level 1
[31/10/2013 20:47:57] /addskill escopiao, level 1
[31/10/2013 20:47:57] /addskill escopiao, level 1
[31/10/2013 20:47:57] /addskill escopiao, level 1
[31/10/2013 20:47:57] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:58] /addskill escopiao, level 1
[31/10/2013 20:47:59] /addskill escopiao, level 1
[31/10/2013 20:47:59] /addskill escopiao, level 1
[31/10/2013 20:48:01] /addskill escopiao, level 1
[31/10/2013 20:48:02] /addskill escopiao, level 1
[31/10/2013 20:48:02] /addskill escopiao, level 1
[31/10/2013 20:48:02] /addskill escopiao, level 1
[31/10/2013 20:48:02] /addskill escopiao, level 1
[31/10/2013 20:48:02] /addskill escopiao, level 1
[31/10/2013 20:48:03] /addskill escopiao, level 1
[31/10/2013 20:48:03] /addskill escopiao, level 1
[31/10/2013 20:48:16] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:18] /addskill escopiao, magic level 1
[31/10/2013 20:48:23] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:25] /addskill escopiao, magic level 1
[31/10/2013 20:48:26] /addskill escopiao, magic level 1
[31/10/2013 20:48:26] /addskill escopiao, magic level 1
[31/10/2013 20:48:26] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:27] /addskill escopiao, magic level 1
[31/10/2013 20:48:28] /addskill escopiao, magic level 1
[31/10/2013 20:48:28] /addskill escopiao, magic level 1
[31/10/2013 20:48:28] /addskill escopiao, magic level 1
[31/10/2013 20:48:28] /addskill escopiao, magic level 1
[31/10/2013 20:48:28] /addskill escopiao, magic level 1
[31/10/2013 20:48:29] /addskill escopiao, magic level 1
[31/10/2013 21:00:08] /addskill escopiao, level 1
[31/10/2013 21:00:08] /addskill escopiao, level 1
[31/10/2013 21:00:08] /addskill escopiao, level 1
[31/10/2013 21:00:08] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:09] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:10] /addskill escopiao, level 1
[31/10/2013 21:00:11] /addskill escopiao, level 1
[31/10/2013 21:00:11] /addskill escopiao, level 1
[31/10/2013 21:00:11] /addskill escopiao, level 1
[31/10/2013 21:00:11] /addskill escopiao, level 1
[31/10/2013 21:00:11] /addskill escopiao, level 1
[31/10/2013 21:00:11] /addskill escopiao, level 1
[31/10/2013 21:00:11] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:12] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:13] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:14] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:15] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:16] /addskill escopiao, level 1
[31/10/2013 21:00:17] /addskill escopiao, level 1
[31/10/2013 21:00:17] /addskill escopiao, level 1
[31/10/2013 21:00:17] /addskill escopiao, level 1
[31/10/2013 21:00:17] /addskill escopiao, level 1
[31/10/2013 21:00:17] /addskill escopiao, level 1
[31/10/2013 21:00:17] /addskill escopiao, level 1
[31/10/2013 21:00:17] /addskill escopiao, level 1
[31/10/2013 21:00:18] /addskill escopiao, level 1
[31/10/2013 21:00:18] /addskill escopiao, level 1
[31/10/2013 21:00:20] /addskill escopiao, level 1
[31/10/2013 21:00:20] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:21] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:22] /addskill escopiao, level 1
[31/10/2013 21:00:23] /addskill escopiao, level 1
[31/10/2013 21:00:23] /addskill escopiao, level 1
[31/10/2013 21:00:23] /addskill escopiao, level 1
[31/10/2013 21:00:23] /addskill escopiao, level 1
[31/10/2013 21:00:23] /addskill escopiao, level 1
[31/10/2013 21:00:23] /addskill escopiao, level 1
[31/10/2013 21:00:23] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:24] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:25] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:26] /addskill escopiao, level 1
[31/10/2013 21:00:27] /addskill escopiao, level 1
[31/10/2013 21:00:27] /addskill escopiao, level 1
[31/10/2013 21:00:27] /addskill escopiao, level 1
[31/10/2013 21:00:27] /addskill escopiao, level 1
[31/10/2013 21:00:27] /addskill escopiao, level 1
[31/10/2013 21:00:27] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:28] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:29] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:30] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:31] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:32] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:33] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:34] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:35] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:36] /addskill escopiao, level 1
[31/10/2013 21:00:37] /addskill escopiao, level 1
[31/10/2013 21:00:37] /addskill escopiao, level 1
[31/10/2013 21:00:37] /addskill escopiao, level 1
[31/10/2013 21:00:37] /addskill escopiao, level 1
[31/10/2013 21:00:37] /addskill escopiao, level 1
[31/10/2013 21:00:37] /addskill escopiao, level 1
[31/10/2013 21:00:37] /addskill escopiao, level 1
[31/10/2013 21:00:45] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:46] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:47] /addskill escopiao, magic level 1
[31/10/2013 21:00:48] /addskill escopiao, magic level 1
[31/10/2013 21:00:48] /addskill escopiao, magic level 1
[31/10/2013 21:00:48] /addskill escopiao, magic level 1
[31/10/2013 21:00:48] /addskill escopiao, magic level 1
[31/10/2013 21:00:48] /addskill escopiao, magic level 1
[31/10/2013 21:00:48] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:49] /addskill escopiao, magic level 1
[31/10/2013 21:00:50] /addskill escopiao, magic level 1
[31/10/2013 21:00:50] /addskill escopiao, magic level 1
[31/10/2013 21:00:50] /addskill escopiao, magic level 1
[31/10/2013 21:00:50] /addskill escopiao, magic level 1
[31/10/2013 21:00:50] /addskill escopiao, magic level 1
[31/10/2013 21:00:50] /addskill escopiao, magic level 1
[01/11/2013 11:23:56] /c escopiao
[01/11/2013 11:24:36] /ghost
[01/11/2013 11:24:40] /bat
[01/11/2013 11:26:29] /i golden helmet
[01/11/2013 11:26:39] /i phantasm armor
[01/11/2013 11:26:49] /i dragon scale legs
[01/11/2013 11:26:58] /i solf boots
[01/11/2013 11:27:06] /i soft boots
[01/11/2013 11:28:16] /c gra tower
[01/11/2013 11:28:21] /c gran tower
[01/11/2013 11:28:34] /c gran tower
[01/11/2013 11:28:36] /c gran tower
[01/11/2013 11:28:39] /c gran tower
[01/11/2013 13:02:37] /goto ze ruela
[01/11/2013 13:02:45] /a 1
[01/11/2013 13:07:10] /c mizuno
[01/11/2013 13:22:27] /c mizuno
[06/11/2013 13:33:39] /t
[06/11/2013 13:33:53] /goto gran tower
[06/11/2013 13:34:10] /c Thalia Henrique
[06/11/2013 13:36:29] /goto gran tower
[06/11/2013 13:36:37] /c thalia henrique
[06/11/2013 13:38:10] /goto gran tower
[06/11/2013 13:38:12] /c thalia henrique
[06/11/2013 13:38:24] /t
[06/11/2013 13:41:27] /goto gran tower
[06/11/2013 13:42:32] /goto gran tower
[06/11/2013 13:42:42] /c thalia henrique
[06/11/2013 13:48:23] /i 2542
[06/11/2013 13:49:26] /i 7901
[06/11/2013 13:50:02] /i 7898
[06/11/2013 13:50:27] /i 7895
[06/11/2013 13:50:52] /i 9932
[06/11/2013 13:51:13] /i 9933
[06/11/2013 13:51:35] /i 7893
[06/11/2013 13:52:16] /i 6301
[06/11/2013 13:52:33] /i 6391
[18/11/2013 18:13:58] /goto thalles
[18/11/2013 18:14:05] /goto talles
[18/11/2013 18:16:26] /i 2339
[18/11/2013 18:16:29] /i 2340
[18/11/2013 18:16:30] /i 2341
[18/11/2013 18:16:31] /i 2342
[18/11/2013 18:16:32] /i 2343
[18/11/2013 18:16:54] /i 2336
[18/11/2013 18:17:02] /i 2333
[18/11/2013 18:17:04] /i 2334
[18/11/2013 18:17:05] /i 2335
[18/11/2013 18:17:08] /i 2336
[18/11/2013 18:17:12] /i 2337
[18/11/2013 18:17:14] /i 2338
[18/11/2013 18:17:18] /i 2339
[18/11/2013 18:17:46] /r
[18/11/2013 18:17:48] /r
[18/11/2013 18:17:51] /r
[18/11/2013 18:17:52] /r
[18/11/2013 18:17:57] /r
[18/11/2013 18:18:00] /r
[18/11/2013 18:18:02] /r
[18/11/2013 18:18:05] /r
[18/11/2013 18:18:12] /r
[18/11/2013 18:18:16] /r
[18/11/2013 18:18:20] /r
[18/11/2013 18:18:24] /r
[18/11/2013 18:18:51] /i backpack
[18/11/2013 18:34:49] /t
[18/11/2013 18:35:00] /i large crystal.
[18/11/2013 18:35:02] /i large crystal
[18/11/2013 18:35:04] /i large crystal
[18/11/2013 18:35:06] /i large crystal
[18/11/2013 18:35:09] /i large crystal
[18/11/2013 18:35:31] /i 8634
[29/11/2013 18:24:47] /goto thalas
[29/11/2013 18:26:17] /goto thalas
[29/11/2013 18:26:18] /goto thalas
[29/11/2013 18:26:18] /goto thalas
[02/12/2013 09:48:43] /t
[02/12/2013 09:48:47] /a 20
[02/12/2013 09:48:48] /a 20
[02/12/2013 09:48:49] /a 20
[02/12/2013 09:48:49] /a 20
[02/12/2013 09:48:50] /a 20
[02/12/2013 09:48:51] /a 20
[02/12/2013 09:48:51] /a 20
[02/12/2013 09:48:52] /a 20
[02/12/2013 09:48:54] /a 20
[02/12/2013 09:48:56] /a 20
[02/12/2013 09:49:17] /i rope
[02/12/2013 09:49:25] /i hope
[02/12/2013 09:49:30] /i shobel
[02/12/2013 09:49:33] /i shovel
[02/12/2013 09:49:36] /i rope
[02/12/2013 09:53:17] /down
[02/12/2013 09:53:21] /a 1
[02/12/2013 17:27:35] /t
[02/12/2013 17:28:02] /i rope
[02/12/2013 17:36:11] /t
[02/12/2013 17:36:21] /i 11191
[02/12/2013 17:36:26] /i 11191
[02/12/2013 17:36:27] /i 11191
[02/12/2013 17:36:29] /i 11191
[02/12/2013 17:36:30] /i 11191
[02/12/2013 17:36:33] /i 11191
[02/12/2013 17:36:33] /i 11191
[02/12/2013 17:36:34] /i 11191
[02/12/2013 17:36:35] /i 11191
[02/12/2013 17:36:36] /i 11191
[02/12/2013 17:36:37] /i 11191
[02/12/2013 17:36:47] /i 342
[02/12/2013 17:36:54] /newtype 342
[02/12/2013 17:37:03] /newtype 1
[02/12/2013 17:37:05] /newtype 2
[02/12/2013 17:37:06] /newtype 3
[02/12/2013 17:37:08] /newtype 4
[02/12/2013 17:37:10] /newtype 342
[02/12/2013 17:37:15] /newtype 300
[02/12/2013 17:37:17] /newtype 301
[02/12/2013 17:37:18] /newtype 302
[02/12/2013 17:37:18] /newtype 303
[02/12/2013 17:37:19] /newtype 304
[02/12/2013 17:37:20] /newtype 305
[02/12/2013 17:37:21] /newtype 306
[02/12/2013 17:37:21] /newtype 307
[02/12/2013 17:37:24] /newtype 310
[02/12/2013 17:37:25] /newtype 311
[02/12/2013 17:37:26] /newtype 312
[02/12/2013 17:37:26] /newtype 313
[02/12/2013 17:37:27] /newtype 314
[02/12/2013 17:37:28] /newtype 315
[02/12/2013 17:37:29] /newtype 316
[02/12/2013 17:37:29] /newtype 317
[02/12/2013 17:37:30] /newtype 318
[02/12/2013 17:37:32] /newtype 320
[02/12/2013 17:37:33] /newtype 321
[02/12/2013 17:37:34] /newtype 322
[02/12/2013 17:37:34] /newtype 323
[02/12/2013 17:37:35] /newtype 324
[02/12/2013 17:37:36] /newtype 325
[02/12/2013 17:37:37] /newtype 326
[02/12/2013 17:37:38] /newtype 327
[02/12/2013 17:37:39] /newtype 328
[04/12/2013 15:38:50] /goto thals
[04/12/2013 15:38:52] /goto thalas
[04/12/2013 15:38:54] /goto thalas
[04/12/2013 15:38:55] /goto thalas
[04/12/2013 16:05:42] /goto thals
[04/12/2013 16:05:45] /goto thalas
[04/12/2013 16:06:06] /t
[04/12/2013 16:13:33] /goto yakotep
[04/12/2013 16:22:42] /goto basharia
[04/12/2013 16:22:50] /goto bansharia
[04/12/2013 16:22:54] /goto dark demon
[04/12/2013 16:22:56] /goto dark demon
[04/12/2013 16:26:02] /t
[30/12/2013 16:45:57] /goto hydra
[30/12/2013 16:46:38] /cliport
[30/12/2013 16:46:50] /cliport
[30/12/2013 16:47:21] /cliport
[30/12/2013 16:47:44] /down
[30/12/2013 16:47:47] /a 2
[30/12/2013 16:47:52] /down
[30/12/2013 16:47:54] /a 2
[30/12/2013 16:48:16] /a 2
[30/12/2013 16:48:23] /a 2
[30/12/2013 16:48:28] /a 2
[30/12/2013 16:48:31] /down
[30/12/2013 16:51:39] /a 1
[30/12/2013 16:51:40] /a 1
[30/12/2013 16:51:47] /down
[30/12/2013 16:51:53] /a 1
[30/12/2013 16:51:54] /a 1
[30/12/2013 16:52:00] /down
[30/12/2013 16:52:09] /a 1
[30/12/2013 16:54:32] /down
[30/12/2013 16:54:36] /a 3
[30/12/2013 16:56:26] /down
[30/12/2013 16:56:30] /a 2
[30/12/2013 16:56:42] /t
[30/12/2013 16:57:40] /down
[30/12/2013 17:00:09] /goto hydra
[30/12/2013 17:00:23] /a 0
[30/12/2013 17:00:27] /a 30
[30/12/2013 17:00:30] /a 3
[30/12/2013 17:00:31] /a 3
[30/12/2013 17:00:31] /a 3
[30/12/2013 17:00:32] /a 3
[30/12/2013 17:03:43] /a 1
[30/12/2013 17:03:45] /a 1
[30/12/2013 17:03:47] /down
[31/12/2013 17:24:26] /t
[31/12/2013 17:26:01] /goto giant spider
[31/12/2013 17:26:20] /goto giant spider
[31/12/2013 17:26:27] /goto giant spider
[31/12/2013 17:26:30] /t
[31/12/2013 17:27:32] /cliport
[31/12/2013 17:32:06] /down
[31/12/2013 17:32:13] /t
[31/12/2013 17:38:24] /cliport
[31/12/2013 17:38:54] /cliport
[31/12/2013 17:39:09] /a 1
[31/12/2013 17:39:21] /a
